DATE,A,B,C,D,E,,DATE CALC,YEAR,MONTH,DAY,,,
20060425 14:00,1301600,1304400,1300700,1301000,7697000,,2006 04 25,2006,04,25,,,
20060425 15:00,1301200,1302800,1299300,1302300,10745200,,2006 04 25,2006,04,25,,,
20060426 09:00,1305000,1310000,1304600,1309200,7076700,,2006 04 26,2006,04,26,,,
20060426 10:00,1309000,1311400,1306000,1308300,21094500,,2006 04 26,2006,04,26,,,
20060426 11:00,1308300,1311200,1305500,1307500,6994300,,2006 04 26,2006,04,26,,,
20060426 12:00,1307400,1309100,1306300,1307500,3839300,,2006 04 26,2006,04,26,,,
20060426 13:00,1307500,1309700,1306500,1308700,2943700,,2006 04 26,2006,04,26,,,
20060426 14:00,1308700,1309700,1305500,1306700,5434600,,2006 04 26,2006,04,26,,,
20060426 15:00,1306600,1307400,1302000,1305800,12723600,,2006 04 26,2006,04,26,,,
20060427 09:00,1299000,1299300,1295900,1298500,6582600,,2006 04 27,2006,04,27,,,
20060427 10:00,1298500,1311000,1298400,1306600,49394100,,2006 04 27,2006,04,27,,,
20060427 11:00,1306600,1314400,1299200,1311400,27648700,,2006 04 27,2006,04,27,,,
20060427 12:00,1311300,1316300,1306500,1314800,11788400,,2006 04 27,2006,04,27,,,
20060427 13:00,1314800,1314800,1308000,1311600,7826100,,2006 04 27,2006,04,27,,,
20060427 14:00,1311500,1314700,1306100,1313300,9036400,,2006 04 27,2006,04,27,,,
20060427 15:00,1313200,1314300,1309600,1311600,12788200,,2006 04 27,2006,04,27,,,
20060428 09:00,1307900,1310200,1307100,1309200,7239900,,2006 04 28,2006,04,28,,,
20060428 10:00,1309300,1317500,1309100,1313000,13829700,,2006 04 28,2006,04,28,,,
20060428 11:00,1313000,1315000,1311500,1313100,6243500,,2006 04 28,2006,04,28,,,
20060428 12:00,1313000,1313200,1310500,1312000,4726600,,2006 04 28,2006,04,28,,,
20060428 13:00,1312100,1314200,1311300,1312200,3608400,,2006 04 28,2006,04,28,,,
20060428 14:00,1312100,1313500,1310800,1311400,3462200,,2006 04 28,2006,04,28,,,
20060428 15:00,1311400,1312200,1307500,1311400,10409300,,2006 04 28,2006,04,28,,,
20060501 09:00,1314600,1317800,1314500,1316100,5644800,,2006 05 01,2006,05,01,,,
20060501 10:00,1316200,1318000,1312400,1314300,11593600,,2006 05 01,2006,05,01,,,
20060501 11:00,1314000,1315300,1312200,1313700,4216600,,2006 05 01,2006,05,01,,,
20060501 12:00,1313700,1314600,1311800,1314000,4849000,,2006 05 01,2006,05,01,,,
20060501 13:00,1313900,1315500,1313200,1314900,3790600,,2006 05 01,2006,05,01,,,
20060501 14:00,1314900,1315200,1313800,1314900,4845600,,2006 05 01,2006,05,01,,,
20060501 15:00,1314800,1318800,1303200,1305600,24983700,,2006 05 01,2006,05,01,,,
20060502 09:00,1310000,1311000,1308100,1309300,6154300,,2006 05 02,2006,05,02,,,
20060502 10:00,1309500,1312200,1307400,1309500,10083500,,2006 05 02,2006,05,02,,,
20060502 11:00,1309500,1311500,1308000,1310500,4995100,,2006 05 02,2006,05,02,,,
20060502 12:00,1310400,1313800,1310100,1313000,6519800,,2006 05 02,2006,05,02,,,
20060502 13:00,1312800,1314600,1312100,1312800,4544400,,2006 05 02,2006,05,02,,,
20060502 14:00,1312800,1313700,1310600,1311600,3883200,,2006 05 02,2006,05,02,,,
20060502 15:00,1311700,1314200,1311100,1313800,5266900,,2006 05 02,2006,05,02,,,
20060503 09:00,1312000,1313200,1310200,1311100,6607100,,2006 05 03,2006,05,03,,,
20060503 10:00,1311100,1311200,1306500,1307500,15524300,,2006 05 03,2006,05,03,,,
20060503 11:00,1307500,1309900,1306300,1308300,9870700,,2006 05 03,2006,05,03,,,
20060503 12:00,1308500,1309900,1307000,1308100,2811000,,2006 05 03,2006,05,03,,,
20060503 13:00,1307900,1309500,1305700,1307000,5805000,,2006 05 03,2006,05,03,,,
20060503 14:00,1306800,1307500,1304500,1305600,8095700,,2006 05 03,2006,05,03,,,
20060503 15:00,1305600,1310000,1305100,1308200,7804500,,2006 05 03,2006,05,03,,,
20060504 09:00,1310600,1314300,1310500,1313300,7553800,,2006 05 04,2006,05,04,,,
20060504 10:00,1313400,1316200,1312900,1312900,10040200,,2006 05 04,2006,05,04,,,
20060504 11:00,1312800,1315400,1312800,1314100,5490000,,2006 05 04,2006,05,04,,,
20060504 12:00,1314100,1315000,1309700,1311700,5080400,,2006 05 04,2006,05,04,,,
20060504 13:00,1311700,1313700,1311500,1312900,2711200,,2006 05 04,2006,05,04,,,
20060504 14:00,1313100,1314800,1312300,1313200,3105700,,2006 05 04,2006,05,04,,,
20060504 15:00,1313200,1314200,1312500,1312900,5702100,,2006 05 04,2006,05,04,,,
20060505 09:00,1320400,1323100,1319000,1321300,12952100,,2006 05 05,2006,05,05,,,
20060505 10:00,1321400,1321700,1318500,1321300,11203500,,2006 05 05,2006,05,05,,,
20060505 11:00,1321400,1324500,1319900,1323300,9648000,,2006 05 05,2006,05,05,,,
20060505 12:00,1323300,1324800,1313100,1322500,6072800,,2006 05 05,2006,05,05,,,
20060505 13:00,1322500,1324800,1322000,1324200,4071400,,2006 05 05,2006,05,05,,,
20060505 14:00,1324300,1328000,1323400,1326700,6528800,,2006 05 05,2006,05,05,,,
20060505 15:00,1326700,1327400,1325300,1327100,6626100,,2006 05 05,2006,05,05,,,
20060508 09:00,1325200,1327700,1324600,1326900,3574100,,2006 05 08,2006,05,08,,,
20060508 10:00,1326900,1327700,1324500,1324900,4865900,,2006 05 08,2006,05,08,,,
20060508 11:00,1324700,1325700,1323700,1324700,5118800,,2006 05 08,2006,05,08,,,
20060508 12:00,1324600,1326600,1324200,1326000,2506000,,2006 05 08,2006,05,08,,,
20060508 13:00,1326000,1326500,1325500,1326200,1084300,,2006 05 08,2006,05,08,,,
20060508 14:00,1326200,1327700,1325700,1327100,2427400,,2006 05 08,2006,05,08,,,
20060508 15:00,1327200,1327300,1325100,1325600,3644600,,2006 05 08,2006,05,08,,,
20060509 09:00,1324300,1324800,1323100,1324000,3060800,,2006 05 09,2006,05,09,,,
20060509 10:00,1324000,1326300,1323600,1325500,4651700,,2006 05 09,2006,05,09,,,
20060509 11:00,1325600,1327700,1325400,1326300,3561100,,2006 05 09,2006,05,09,,,
20060509 12:00,1326200,1327000,1324600,1325200,2620800,,2006 05 09,2006,05,09,,,
20060509 13:00,1325100,1326400,1324100,1324600,2488800,,2006 05 09,2006,05,09,,,
20060509 14:00,1324600,1325700,1323900,1325000,1588600,,2006 05 09,2006,05,09,,,
20060509 15:00,1325000,1326300,1324700,1325300,5341100,,2006 05 09,2006,05,09,,,
20060510 09:00,1324100,1325800,1323300,1325200,4133200,,2006 05 10,2006,05,10,,,
20060510 10:00,1325300,1326000,1324100,1324600,4826700,,2006 05 10,2006,05,10,,,
20060510 11:00,1324600,1325600,1324000,1324300,3451900,,2006 05 10,2006,05,10,,,
20060510 12:00,1324100,1325600,1324100,1324900,1829600,,2006 05 10,2006,05,10,,,
20060510 13:00,1325200,1325800,1324000,1324300,2404200,,2006 05 10,2006,05,10,,,
20060510 14:00,1324300,1333300,1318900,1325900,28821300,,2006 05 10,2006,05,10,,,
20060510 15:00,1325900,1327500,1321300,1324300,16077300,,2006 05 10,2006,05,10,,,
20060511 09:00,1325000,1325500,1319000,1320600,6282300,,2006 05 11,2006,05,11,,,
20060511 10:00,1320500,1325100,1315000,1315500,13331800,,2006 05 11,2006,05,11,,,
20060511 11:00,1315500,1317300,1312000,1312600,13751300,,2006 05 11,2006,05,11,,,
20060511 12:00,1312700,1313100,1309800,1312400,8326200,,2006 05 11,2006,05,11,,,
20060511 13:00,1312500,1312500,1307600,1309600,11408900,,2006 05 11,2006,05,11,,,
20060511 14:00,1309800,1311400,1306000,1307000,7794200,,2006 05 11,2006,05,11,,,
20060511 15:00,1307000,1311400,1305200,1307800,12254900,,2006 05 11,2006,05,11,,,
20060512 09:00,1304600,1306000,1301500,1305800,19672700,,2006 05 12,2006,05,12,,,
20060512 10:00,1305900,1307200,1298200,1301100,25896400,,2006 05 12,2006,05,12,,,
20060512 11:00,1300800,1302300,1298000,1300400,8979100,,2006 05 12,2006,05,12,,,
20060512 12:00,1300300,1302800,1295400,1296700,9953200,,2006 05 12,2006,05,12,,,
20060512 13:00,1296500,1297800,1294700,1296000,5775100,,2006 05 12,2006,05,12,,,
20060512 14:00,1296100,1305600,1295000,1295000,7495100,,2006 05 12,2006,05,12,,,
20060512 15:00,1295000,1307800,1291900,1292500,12026100,,2006 05 12,2006,05,12,,,
20060515 09:00,1287900,1293800,1287500,1291000,10364900,,2006 05 15,2006,05,15,,,
20060515 10:00,1291000,1297100,1288800,1293800,23447600,,2006 05 15,2006,05,15,,,
20060515 11:00,1293800,1296600,1292500,1294800,6804800,,2006 05 15,2006,05,15,,,
20060515 12:00,1294700,1295500,1292700,1294500,2736700,,2006 05 15,2006,05,15,,,
20060515 13:00,1294600,1295000,1286300,1287600,11530400,,2006 05 15,2006,05,15,,,
20060515 14:00,1287600,1292400,1286400,1288900,11282700,,2006 05 15,2006,05,15,,,
20060515 15:00,1288900,1297000,1288300,1296200,13492500,,2006 05 15,2006,05,15,,,
20060516 09:00,1297600,1300000,1296900,1297700,7878400,,2006 05 16,2006,05,16,,,
20060516 10:00,1297700,1298100,1294900,1295500,8865800,,2006 05 16,2006,05,16,,,
20060516 11:00,1295500,1296900,1290100,1293100,11360600,,2006 05 16,2006,05,16,,,
20060516 12:00,1293200,1296800,1292100,1296600,6806000,,2006 05 16,2006,05,16,,,
20060516 13:00,1296600,1307900,1295700,1297300,7804200,,2006 05 16,2006,05,16,,,
20060516 14:00,1297300,1297900,1294800,1295500,3655400,,2006 05 16,2006,05,16,,,
20060516 15:00,1295500,1296600,1293500,1293600,8753700,,2006 05 16,2006,05,16,,,
20060517 09:00,1286700,1290900,1284800,1288300,14283600,,2006 05 17,2006,05,17,,,
20060517 10:00,1288200,1288600,1283500,1286200,19562200,,2006 05 17,2006,05,17,,,
20060517 11:00,1286300,1286500,1272900,1277500,27074200,,2006 05 17,2006,05,17,,,
20060517 12:00,1277500,1288100,1276700,1279000,11542000,,2006 05 17,2006,05,17,,,
20060517 13:00,1279000,1280800,1274700,1278200,13078800,,2006 05 17,2006,05,17,,,
20060517 14:00,1278100,1278400,1269500,1271800,17677400,,2006 05 17,2006,05,17,,,
20060517 15:00,1271800,1278400,1271600,1272000,24872700,,2006 05 17,2006,05,17,,,
20060518 09:00,1273800,1277500,1273100,1275100,11876700,,2006 05 18,2006,05,18,,,
20060518 10:00,1275100,1277000,1272700,1274000,12221500,,2006 05 18,2006,05,18,,,
20060518 11:00,1273800,1276400,1270400,1273000,16108500,,2006 05 18,2006,05,18,,,
20060518 12:00,1272900,1275900,1271200,1275000,9044200,,2006 05 18,2006,05,18,,,
20060518 13:00,1275200,1276000,1273200,1275200,4313800,,2006 05 18,2006,05,18,,,
20060518 14:00,1275000,1275300,1271200,1272800,5616200,,2006 05 18,2006,05,18,,,
20060518 15:00,1273100,1273300,1263600,1263600,20134700,,2006 05 18,2006,05,18,,,
20060519 09:00,1268700,1269500,1265400,1268200,12574700,,2006 05 19,2006,05,19,,,
20060519 10:00,1268200,1268500,1262900,1265900,16985400,,2006 05 19,2006,05,19,,,
20060519 11:00,1265900,1266700,1258300,1262500,24667000,,2006 05 19,2006,05,19,,,
20060519 12:00,1262500,1272600,1262200,1269400,18304100,,2006 05 19,2006,05,19,,,
20060519 13:00,1269300,1274800,1266000,1272500,13332400,,2006 05 19,2006,05,19,,,
20060519 14:00,1272400,1273000,1266800,1267000,11817200,,2006 05 19,2006,05,19,,,
20060519 15:00,1267200,1271200,1264100,1269600,19341100,,2006 05 19,2006,05,19,,,
20060522 09:00,1262800,1268400,1262400,1265200,12138500,,2006 05 22,2006,05,22,,,
20060522 10:00,1264700,1265600,1261000,1263200,14539900,,2006 05 22,2006,05,22,,,
20060522 11:00,1263400,1264000,1255000,1260700,19536300,,2006 05 22,2006,05,22,,,
20060522 12:00,1260700,1267300,1259000,1260900,13694500,,2006 05 22,2006,05,22,,,
20060522 13:00,1261000,1263100,1257900,1260800,6723800,,2006 05 22,2006,05,22,,,
20060522 14:00,1260900,1265000,1257000,1263200,13707900,,2006 05 22,2006,05,22,,,
20060522 15:00,1263200,1271700,1262500,1269800,19933400,,2006 05 22,2006,05,22,,,
20060523 09:00,1271800,1274500,1271100,1272100,10783600,,2006 05 23,2006,05,23,,,
20060523 10:00,1272300,1276300,1271600,1273700,12192200,,2006 05 23,2006,05,23,,,
20060523 11:00,1273900,1274600,1271000,1271600,8105400,,2006 05 23,2006,05,23,,,
20060523 12:00,1271600,1272500,1269700,1270500,6487800,,2006 05 23,2006,05,23,,,
20060523 13:00,1270700,1274600,1270400,1272100,5686400,,2006 05 23,2006,05,23,,,
20060523 14:00,1272500,1272900,1267200,1268200,10360100,,2006 05 23,2006,05,23,,,
20060523 15:00,1268000,1270600,1258100,1259000,18938700,,2006 05 23,2006,05,23,,,
20060524 09:00,1256800,1263100,1254100,1262100,15480900,,2006 05 24,2006,05,24,,,
20060524 10:00,1262200,1267300,1260900,1263000,17403800,,2006 05 24,2006,05,24,,,
20060524 11:00,1263000,1263800,1255500,1260800,22975500,,2006 05 24,2006,05,24,,,
20060524 12:00,1260600,1262800,1252100,1253800,17497900,,2006 05 24,2006,05,24,,,
20060524 13:00,1253900,1257200,1247600,1255400,31782500,,2006 05 24,2006,05,24,,,
20060524 14:00,1255400,1262000,1251100,1259700,28132500,,2006 05 24,2006,05,24,,,
20060524 15:00,1259900,1265400,1255100,1260800,22927300,,2006 05 24,2006,05,24,,,
20060525 09:00,1269200,1269800,1267500,1269200,11174800,,2006 05 25,2006,05,25,,,
20060525 10:00,1269200,1269800,1264500,1267000,12017100,,2006 05 25,2006,05,25,,,
20060525 11:00,1267000,1273000,1265000,1273000,9226900,,2006 05 25,2006,05,25,,,
20060525 12:00,1273000,1273300,1268800,1270500,8020500,,2006 05 25,2006,05,25,,,
20060525 13:00,1270500,1271700,1269200,1270400,4941700,,2006 05 25,2006,05,25,,,
20060525 14:00,1270200,1274300,1270000,1272700,11811400,,2006 05 25,2006,05,25,,,
20060525 15:00,1272800,1276600,1271100,1276300,9807000,,2006 05 25,2006,05,25,,,
20060526 09:00,1280000,1280600,1277800,1278900,6022200,,2006 05 26,2006,05,26,,,
20060526 10:00,1278900,1280300,1275100,1278100,12557900,,2006 05 26,2006,05,26,,,
20060526 11:00,1278000,1282500,1277600,1280900,10009800,,2006 05 26,2006,05,26,,,
20060526 12:00,1281100,1281700,1279300,1280700,3934600,,2006 05 26,2006,05,26,,,
20060526 13:00,1280600,1281700,1280000,1281600,6615100,,2006 05 26,2006,05,26,,,
20060526 14:00,1281600,1283600,1281100,1281200,5081000,,2006 05 26,2006,05,26,,,
20060526 15:00,1281200,1283700,1280800,1283000,6639500,,2006 05 26,2006,05,26,,,
20060530 09:00,1279700,1280500,1273500,1274300,10118700,,2006 05 30,2006,05,30,,,
20060530 10:00,1274300,1275100,1271800,1274000,12017800,,2006 05 30,2006,05,30,,,
20060530 11:00,1273900,1274300,1269900,1272600,7720500,,2006 05 30,2006,05,30,,,
20060530 12:00,1272600,1273500,1269600,1270100,4673400,,2006 05 30,2006,05,30,,,
20060530 13:00,1270200,1280500,1267300,1269800,9404300,,2006 05 30,2006,05,30,,,
20060530 14:00,1269800,1271200,1268600,1269200,4766700,,2006 05 30,2006,05,30,,,
20060530 15:00,1269100,1269700,1262600,1262800,14217200,,2006 05 30,2006,05,30,,,
20060531 09:00,1265800,1269700,1265600,1268700,8466600,,2006 05 31,2006,05,31,,,
20060531 10:00,1268700,1273300,1266100,1272100,16026100,,2006 05 31,2006,05,31,,,
20060531 11:00,1272100,1273700,1270100,1271600,5117200,,2006 05 31,2006,05,31,,,
20060531 12:00,1271600,1272000,1270400,1270600,4461100,,2006 05 31,2006,05,31,,,
20060531 13:00,1270500,1271400,1268500,1269000,4607200,,2006 05 31,2006,05,31,,,
20060531 14:00,1269100,1271800,1262000,1268200,22542900,,2006 05 31,2006,05,31,,,
20060531 15:00,1268300,1273800,1266000,1273000,17990500,,2006 05 31,2006,05,31,,,
20060601 09:00,1273800,1278700,1272700,1276700,8179200,,2006 06 01,2006,06,01,,,
20060601 10:00,1276600,1280500,1274100,1278700,14555100,,2006 06 01,2006,06,01,,,
20060601 11:00,1278600,1282600,1278200,1279700,8112700,,2006 06 01,2006,06,01,,,
20060601 12:00,1279600,1282800,1279500,1280200,4172700,,2006 06 01,2006,06,01,,,
20060601 13:00,1280300,1283000,1279900,1282200,3434900,,2006 06 01,2006,06,01,,,
20060601 14:00,1282100,1284300,1280200,1283700,7426300,,2006 06 01,2006,06,01,,,
20060601 15:00,1283700,1289400,1282700,1288200,18001000,,2006 06 01,2006,06,01,,,
20060602 09:00,1292500,1294300,1284700,1286600,24672500,,2006 06 02,2006,06,02,,,
20060602 10:00,1286500,1292900,1286400,1290600,17131200,,2006 06 02,2006,06,02,,,
20060602 11:00,1290800,1291300,1283300,1284200,11925400,,2006 06 02,2006,06,02,,,
20060602 12:00,1284300,1288300,1283200,1286700,6379900,,2006 06 02,2006,06,02,,,
20060602 13:00,1287300,1289700,1286500,1287600,5991000,,2006 06 02,2006,06,02,,,
20060602 14:00,1287600,1291600,1286800,1290400,6752400,,2006 06 02,2006,06,02,,,
20060602 15:00,1290800,1292900,1288300,1291300,9585600,,2006 06 02,2006,06,02,,,
20060605 09:00,1287900,1288600,1284800,1286300,10322500,,2006 06 05,2006,06,05,,,
20060605 10:00,1285700,1287900,1284500,1286800,5807900,,2006 06 05,2006,06,05,,,
20060605 11:00,1287200,1287900,1285200,1285600,4927100,,2006 06 05,2006,06,05,,,
20060605 12:00,1285700,1285800,1283700,1284800,5006800,,2006 06 05,2006,06,05,,,
20060605 13:00,1284900,1285600,1282100,1282600,6050700,,2006 06 05,2006,06,05,,,
20060605 14:00,1282600,1282900,1273300,1276200,22180300,,2006 06 05,2006,06,05,,,
20060605 15:00,1275700,1275900,1267700,1269000,22586100,,2006 06 05,2006,06,05,,,
20060606 09:00,1272100,1273800,1265100,1265900,12411600,,2006 06 06,2006,06,06,,,
20060606 10:00,1266000,1279500,1263500,1264500,24995500,,2006 06 06,2006,06,06,,,
20060606 11:00,1264500,1265600,1257600,1259500,20373700,,2006 06 06,2006,06,06,,,
20060606 12:00,1259400,1269500,1259200,1268800,20444400,,2006 06 06,2006,06,06,,,
20060606 13:00,1268700,1268900,1262600,1265200,11303000,,2006 06 06,2006,06,06,,,
20060606 14:00,1265100,1266500,1260900,1261200,10350700,,2006 06 06,2006,06,06,,,
20060606 15:00,1261200,1268300,1260000,1267500,19745100,,2006 06 06,2006,06,06,,,
20060607 09:00,1269100,1269600,1264400,1267000,10215900,,2006 06 07,2006,06,07,,,
20060607 10:00,1267000,1273800,1266900,1270500,22185600,,2006 06 07,2006,06,07,,,
20060607 11:00,1270500,1275600,1269700,1275200,7219900,,2006 06 07,2006,06,07,,,
20060607 12:00,1275200,1276500,1271900,1272400,9719300,,2006 06 07,2006,06,07,,,
20060607 13:00,1272400,1273700,1269200,1271100,13170500,,2006 06 07,2006,06,07,,,
20060607 14:00,1270900,1270900,1266500,1268700,13147500,,2006 06 07,2006,06,07,,,
20060607 15:00,1268600,1269700,1259100,1259100,24329400,,2006 06 07,2006,06,07,,,
20060608 09:00,1255800,1261800,1253200,1257000,16204100,,2006 06 08,2006,06,08,,,
20060608 10:00,1257100,1260200,1250400,1252700,26562400,,2006 06 08,2006,06,08,,,
20060608 11:00,1252400,1255400,1238800,1242300,47819900,,2006 06 08,2006,06,08,,,
20060608 12:00,1242300,1249500,1242200,1246900,20921200,,2006 06 08,2006,06,08,,,
20060608 13:00,1247000,1252600,1243100,1252500,20235300,,2006 06 08,2006,06,08,,,
20060608 14:00,1252500,1257000,1248900,1252200,28002000,,2006 06 08,2006,06,08,,,
20060608 15:00,1252700,1265000,1230000,1261400,33326000,,2006 06 08,2006,06,08,,,
20060609 09:00,1263600,1266100,1259100,1264700,11943500,,2006 06 09,2006,06,09,,,
20060609 10:00,1264800,1266700,1261400,1261800,15774900,,2006 06 09,2006,06,09,,,
20060609 11:00,1261800,1265200,1257500,1259200,13559100,,2006 06 09,2006,06,09,,,
20060609 12:00,1259200,1261600,1256000,1256800,9977300,,2006 06 09,2006,06,09,,,
20060609 13:00,1256900,1258800,1253400,1256800,12173800,,2006 06 09,2006,06,09,,,
20060609 14:00,1256800,1263400,1256500,1261100,9285300,,2006 06 09,2006,06,09,,,
20060609 15:00,1261000,1261100,1255100,1255300,10351100,,2006 06 09,2006,06,09,,,
20060612 09:00,1258900,1259300,1256300,1257700,5978400,,2006 06 12,2006,06,12,,,
20060612 10:00,1257700,1257900,1250500,1253900,19193800,,2006 06 12,2006,06,12,,,
20060612 11:00,1253900,1256000,1249500,1255600,11041200,,2006 06 12,2006,06,12,,,
20060612 12:00,1255700,1255900,1251300,1253000,5714800,,2006 06 12,2006,06,12,,,
20060612 13:00,1253100,1255600,1250000,1251800,5582300,,2006 06 12,2006,06,12,,,
20060612 14:00,1251900,1253600,1245900,1247500,16609300,,2006 06 12,2006,06,12,,,
20060612 15:00,1247500,1247800,1239800,1240000,23511800,,2006 06 12,2006,06,12,,,
20060613 09:00,1237800,1248400,1236300,1243900,23382900,,2006 06 13,2006,06,13,,,
20060613 10:00,1243800,1243900,1234500,1236000,27616300,,2006 06 13,2006,06,13,,,
20060613 11:00,1236000,1244900,1234000,1244200,27745800,,2006 06 13,2006,06,13,,,
20060613 12:00,1244100,1244600,1238100,1240200,12137800,,2006 06 13,2006,06,13,,,
20060613 13:00,1240000,1240100,1233500,1238600,14975200,,2006 06 13,2006,06,13,,,
20060613 14:00,1238500,1238900,1228600,1230300,23059800,,2006 06 13,2006,06,13,,,
20060613 15:00,1230300,1238300,1226700,1227300,36190900,,2006 06 13,2006,06,13,,,
20060614 09:00,1228400,1235400,1227700,1234200,23433100,,2006 06 14,2006,06,14,,,
20060614 10:00,1234200,1236300,1229400,1230100,22340800,,2006 06 14,2006,06,14,,,
20060614 11:00,1230900,1233000,1228000,1230500,15411600,,2006 06 14,2006,06,14,,,
20060614 12:00,1230500,1233200,1229400,1231600,7134600,,2006 06 14,2006,06,14,,,
20060614 13:00,1231700,1231800,1223900,1228400,16488500,,2006 06 14,2006,06,14,,,
20060614 14:00,1228600,1232000,1223400,1227100,19447900,,2006 06 14,2006,06,14,,,
20060614 15:00,1227000,1235000,1225700,1234900,21333700,,2006 06 14,2006,06,14,,,
20060615 09:00,1239000,1243800,1238700,1243300,13786800,,2006 06 15,2006,06,15,,,
20060615 10:00,1243200,1248400,1241400,1246600,19851400,,2006 06 15,2006,06,15,,,
20060615 11:00,1246800,1248800,1243200,1247200,8740500,,2006 06 15,2006,06,15,,,
20060615 12:00,1247000,1247600,1245500,1246100,10627600,,2006 06 15,2006,06,15,,,
20060615 13:00,1246000,1248000,1243100,1247900,11446300,,2006 06 15,2006,06,15,,,
20060615 14:00,1247800,1257100,1244100,1256500,21819800,,2006 06 15,2006,06,15,,,
20060615 15:00,1256600,1263600,1246300,1259700,28187300,,2006 06 15,2006,06,15,,,
20060616 09:00,1251900,1255600,1250600,1254000,13793600,,2006 06 16,2006,06,16,,,
20060616 10:00,1254000,1254200,1247800,1248500,15295800,,2006 06 16,2006,06,16,,,
20060616 11:00,1248800,1251400,1245700,1248400,11613300,,2006 06 16,2006,06,16,,,
20060616 12:00,1248500,1251400,1244600,1247800,13439600,,2006 06 16,2006,06,16,,,
20060616 13:00,1247800,1249300,1246800,1248300,3725400,,2006 06 16,2006,06,16,,,
20060616 14:00,1248300,1251500,1247100,1250200,5832800,,2006 06 16,2006,06,16,,,
20060616 15:00,1250300,1254000,1249500,1250000,16580100,,2006 06 16,2006,06,16,,,
20060619 09:00,1254000,1257500,1249300,1250600,9003400,,2006 06 19,2006,06,19,,,
20060619 10:00,1250800,1251800,1243900,1247300,14481200,,2006 06 19,2006,06,19,,,
20060619 11:00,1247200,1248900,1244700,1246400,6873700,,2006 06 19,2006,06,19,,,
20060619 12:00,1246400,1247900,1245000,1245000,4005100,,2006 06 19,2006,06,19,,,
20060619 13:00,1245000,1245100,1236700,1238400,26352300,,2006 06 19,2006,06,19,,,
20060619 14:00,1238700,1240600,1235500,1235700,13973000,,2006 06 19,2006,06,19,,,
20060619 15:00,1235800,1243400,1235600,1238200,14955000,,2006 06 19,2006,06,19,,,
20060620 09:00,1240100,1242300,1237200,1238000,8259500,,2006 06 20,2006,06,20,,,
20060620 10:00,1238000,1242800,1237200,1241500,10940000,,2006 06 20,2006,06,20,,,
20060620 11:00,1241600,1248000,1238100,1246200,10559300,,2006 06 20,2006,06,20,,,
20060620 12:00,1246200,1246800,1241800,1242900,6547500,,2006 06 20,2006,06,20,,,
20060620 13:00,1243000,1244000,1240600,1242100,6218000,,2006 06 20,2006,06,20,,,
20060620 14:00,1242200,1243400,1239000,1242200,7692200,,2006 06 20,2006,06,20,,,
20060620 15:00,1242000,1242900,1237300,1238800,10897400,,2006 06 20,2006,06,20,,,
20060621 09:00,1240000,1247900,1239600,1245800,10310000,,2006 06 21,2006,06,21,,,
20060621 10:00,1245800,1249900,1245800,1246300,12444900,,2006 06 21,2006,06,21,,,
20060621 11:00,1246200,1254100,1246200,1252400,9985800,,2006 06 21,2006,06,21,,,
20060621 12:00,1252200,1256400,1252200,1254500,11258400,,2006 06 21,2006,06,21,,,
20060621 13:00,1254600,1257000,1253300,1256200,7470400,,2006 06 21,2006,06,21,,,
20060621 14:00,1256300,1256900,1254300,1255500,5878000,,2006 06 21,2006,06,21,,,
20060621 15:00,1255600,1255600,1249600,1251300,13262100,,2006 06 21,2006,06,21,,,
20060622 09:00,1249500,1250600,1247400,1249600,6165000,,2006 06 22,2006,06,22,,,
20060622 10:00,1248200,1250300,1243700,1246100,27198500,,2006 06 22,2006,06,22,,,
20060622 11:00,1246400,1248400,1244600,1247000,7152100,,2006 06 22,2006,06,22,,,
20060622 12:00,1247000,1248400,1242200,1244000,6111300,,2006 06 22,2006,06,22,,,
20060622 13:00,1244300,1245000,1240400,1243200,8762900,,2006 06 22,2006,06,22,,,
20060622 14:00,1243100,1244800,1240400,1244000,7093800,,2006 06 22,2006,06,22,,,
20060622 15:00,1244000,1246900,1242500,1244500,17451600,,2006 06 22,2006,06,22,,,
20060623 09:00,1243300,1244500,1240300,1243600,6270200,,2006 06 23,2006,06,23,,,
20060623 10:00,1243400,1247400,1242500,1246500,9064000,,2006 06 23,2006,06,23,,,
20060623 11:00,1246500,1246900,1242600,1244000,5449800,,2006 06 23,2006,06,23,,,
20060623 12:00,1244000,1252900,1243600,1249100,11754100,,2006 06 23,2006,06,23,,,
20060623 13:00,1249000,1252000,1248500,1249700,4307400,,2006 06 23,2006,06,23,,,
20060623 14:00,1249700,1250000,1245000,1245300,5366300,,2006 06 23,2006,06,23,,,
20060623 15:00,1245300,1247000,1243500,1243900,7029600,,2006 06 23,2006,06,23,,,
20060626 09:00,1245400,1246800,1242500,1245200,5137200,,2006 06 26,2006,06,26,,,
20060626 10:00,1245200,1247500,1243500,1245200,6106800,,2006 06 26,2006,06,26,,,
20060626 11:00,1245200,1246300,1243000,1244100,3233200,,2006 06 26,2006,06,26,,,
20060626 12:00,1244100,1246800,1242500,1246600,4343600,,2006 06 26,2006,06,26,,,
20060626 13:00,1246600,1248300,1245000,1246500,2899700,,2006 06 26,2006,06,26,,,
20060626 14:00,1246500,1248700,1245000,1247400,6812500,,2006 06 26,2006,06,26,,,
20060626 15:00,1247500,1250500,1246500,1250400,6021300,,2006 06 26,2006,06,26,,,
